rank,asset,market_id,market_slug,token_id,question,rule_family,horizon_hours,learned_direction,train_accuracy,test_accuracy,train_average_forward_return,test_average_forward_return,stability,train_samples,test_samples,simplicity,score,grade,filter_reason
79,BTC,1823776,will-bitcoin-reach-80k-in-april-2026-794,22893138393795740138249503228269517733051888602506683062209713465144747482167,"Will Bitcoin reach $80,000 in April?",divergence_mean_reversion,4,1,0.5486725663716814,0.5294117647058824,0.0003811301981454301,0.000205140306780198,1.0,339,221,0.8,3.3381610895015497,WEAK,passed
80,BTC,1339767,will-bitcoin-dip-to-50000-by-december-31-2026-454-325-222-878-949-487-451,13887983551129862992605123088744175927084435631400400451585519366058907542147,"Will Bitcoin dip to $50,000 by December 31, 2026?",divergence_mean_reversion,1,1,0.5117647058823529,0.5288888888888889,8.710120342367362e-05,0.00021301082579563182,1.0,340,225,0.8,3.336856638135119,WEAK,passed
81,BTC,701491,will-bitcoin-reach-150000-by-december-31-2026-557-246-971,9408196828451163378822245032645030045707991112669125056198742225498158094445,"Will Bitcoin reach $150,000 by December 31, 2026?",divergence_mean_reversion,24,-1,0.5355648535564853,0.5298507462686567,0.0002901429103025176,9.485497033190597e-05,1.0,239,134,0.8,3.3288884821078177,WEAK,passed
82,BTC,1823785,will-bitcoin-dip-to-35k-in-april-2026-269-515,55866919730905441060316639913713252112909337594136306040264616999652467664982,"Will Bitcoin dip to $35,000 in April?",divergence_mean_reversion,24,-1,0.5294117647058824,0.53,0.0003581431152781272,2.4313275113392895e-05,1.0,187,100,0.8,3.3224313275113397,WEAK,passed
83,BTC,665258,will-china-unban-bitcoin-by-2027,91810646921497227084241579668235102205462718984593674693010693975258849328842,Will China unban Bitcoin by 2027?,divergence_mean_reversion,4,-1,0.5415472779369628,0.5263157894736842,0.0003408657668713449,5.898830330892852e-05,1.0,349,228,0.8,3.3111619882256296,WEAK,passed
84,BTC,1823776,will-bitcoin-reach-80k-in-april-2026-794,22893138393795740138249503228269517733051888602506683062209713465144747482167,"Will Bitcoin reach $80,000 in April?",divergence_mean_reversion,24,-1,0.5486725663716814,0.5223880597014925,0.0005660634771958903,0.00018078094904075412,1.0,339,201,0.8,3.3076303337100454,WEAK,passed
85,ETH,1299187,megaeth-market-cap-fdv-1pt5b-one-day-after-launch-371-844-879-681,59361386662140736273790755583050126642583489495616165418126619457111736694733,MegaETH market cap (FDV) >$1.5B one day after launch?,polymarket_leads_crypto_momentum,4,-1,0.5303030303030303,0.5098039215686274,0.0005129665304784588,0.00033145925611960603,1.0,66,102,0.9,3.2973616118864704,WEAK,passed
86,ETH,1383662,will-megaeth-launch-a-token-by-june-30-2026-676-993-477,29601542826076048097538062468538667893425689293490219370577801090612691914945,"Will MegaETH launch a token by June 30, 2026?",divergence_mean_reversion,4,-1,0.5012406947890818,0.5171102661596958,5.713615245492967e-05,0.0002152378731204287,1.0,403,263,0.8,3.289964851950826,WEAK,passed
87,BTC,1343220,will-bitcoin-dip-to-10000-by-december-31-2026-888-644-567-258-946-853,42439528758178981890895605039938161151582654744978607695897321288347422769852,"Will Bitcoin dip to $10,000 by December 31, 2026?",divergence_mean_reversion,4,1,0.5048076923076923,0.5183823529411765,4.371275611024033e-05,0.0001250868966984357,1.0,416,272,0.8,3.28603810143455,WEAK,passed
88,ETH,1823799,will-ethereum-dip-to-2000-in-april-2026,115443844896518160070261607488184121309794437412699113546532889479676113001808,"Will Ethereum dip to $2,000 in April?",polymarket_leads_crypto_momentum,1,1,0.5792682926829268,0.5047619047619047,0.0007274989825486228,0.0003617690580166873,1.0,164,105,0.9,3.2802245248492876,WEAK,passed
89,BTC,1823779,will-bitcoin-dip-to-65k-in-april-2026-355-765,91891168804884935930999247357727984305771756132991676079520973027739343180431,"Will Bitcoin dip to $65,000 in April?",probability_momentum_continuation,4,1,0.5254901960784314,0.5057471264367817,0.00011291356504757569,5.496477655394138e-06,1.0,255,174,1.0,3.273538153512666,WEAK,passed
90,BTC,1823779,will-bitcoin-dip-to-65k-in-april-2026-355-765,91891168804884935930999247357727984305771756132991676079520973027739343180431,"Will Bitcoin dip to $65,000 in April?",probability_reversal,4,-1,0.5254901960784314,0.5057471264367817,0.00011291356504757569,5.496477655394138e-06,1.0,255,174,1.0,3.273538153512666,WEAK,passed
91,BTC,701494,will-bitcoin-reach-120000-by-december-31-2026-625-425-562,65965214225073605704712365855887384729237451947822407248598722221769498441791,"Will Bitcoin reach $120,000 by December 31, 2026?",divergence_mean_reversion,4,-1,0.5591397849462365,0.5166666666666667,0.0002117208495463021,2.8296683318056607e-06,1.0,186,120,0.8,3.2669496334998476,WEAK,passed
92,BTC,1823779,will-bitcoin-dip-to-65k-in-april-2026-355-765,91891168804884935930999247357727984305771756132991676079520973027739343180431,"Will Bitcoin dip to $65,000 in April?",divergence_mean_reversion,4,-1,0.5016835016835017,0.5154639175257731,3.4709229109686066e-05,3.450976428391052e-05,1.0,297,194,0.8,3.2653066465314837,WEAK,passed
93,XRP,1823900,will-xrp-reach-2pt4-in-april-2026,6907787482165930535735013797025597365762483807798181321474369791814479389352,Will XRP reach $2.40 in April?,divergence_mean_reversion,4,-1,0.47410358565737054,0.5093167701863354,1.774561480505328e-05,8.538454573906689e-05,1.0,251,161,0.8,3.2458055353192483,WEAK,passed
94,BTC,701504,will-bitcoin-dip-to-25000-by-december-31-2026-948-243-253-666-115-787-981-282-573-719-186-417-762-754-486-851-278-145,58908160299895538838177673280060816284346493901538403975218911918392404378292,"Will Bitcoin dip to $25,000 by December 31, 2026?",divergence_mean_reversion,1,-1,0.5476923076923077,0.5069767441860465,0.0001220502818267707,9.864032241626142e-05,1.0,325,215,0.8,3.2377710089858125,WEAK,passed
95,BTC,1823776,will-bitcoin-reach-80k-in-april-2026-794,22893138393795740138249503228269517733051888602506683062209713465144747482167,"Will Bitcoin reach $80,000 in April?",polymarket_leads_crypto_momentum,24,1,0.5308056872037915,0.5,0.00035154216247407737,8.636735226525114e-05,1.0,211,176,0.9,3.233636735226525,WEAK,passed
96,SOL,1823881,will-solana-reach-160-in-april-2026,2239666445220242421622333852346062404205114740031545382107437837927896782621,Will Solana reach $160 in April?,divergence_mean_reversion,1,1,0.4669260700389105,0.5059523809523809,5.805413408673662e-05,5.922205468895564e-05,1.0,257,168,0.8,3.2297317292784196,WEAK,passed
97,BTC,701495,will-bitcoin-reach-110000-by-december-31-2026-658-339-969,74843373582432484858627201602003648342208168490128239235522790524493414154441,"Will Bitcoin reach $110,000 by December 31, 2026?",divergence_mean_reversion,1,-1,0.5483870967741935,0.504424778761062,0.00024307616163399796,1.2592352031957862e-05,1.0,341,226,0.8,3.2189583502474437,WEAK,passed
98,SOL,1823881,will-solana-reach-160-in-april-2026,2239666445220242421622333852346062404205114740031545382107437837927896782621,Will Solana reach $160 in April?,probability_momentum_continuation,4,1,0.6,0.64,0.0008579973992632441,0.0014827996178136708,1.0,160,25,1.0,3.208279961781367,WEAK,passed
99,SOL,1823881,will-solana-reach-160-in-april-2026,2239666445220242421622333852346062404205114740031545382107437837927896782621,Will Solana reach $160 in April?,probability_reversal,4,-1,0.6,0.64,0.0008579973992632441,0.0014827996178136708,1.0,160,25,1.0,3.208279961781367,WEAK,passed
100,ETH,1823800,will-ethereum-dip-to-1800-in-april-2026,88623813947148129759226599572615258910454701043061032464667581751883927272067,"Will Ethereum dip to $1,800 in April?",probability_momentum_continuation,4,1,0.47651006711409394,0.5058823529411764,1.2199247402660573e-05,0.0005624061393885626,1.0,149,85,1.0,3.179770025703562,WEAK,passed
101,ETH,1823800,will-ethereum-dip-to-1800-in-april-2026,88623813947148129759226599572615258910454701043061032464667581751883927272067,"Will Ethereum dip to $1,800 in April?",probability_reversal,4,-1,0.47651006711409394,0.5058823529411764,1.2199247402660573e-05,0.0005624061393885626,1.0,149,85,1.0,3.179770025703562,WEAK,passed
102,ETH,1383662,will-megaeth-launch-a-token-by-june-30-2026-676-993-477,29601542826076048097538062468538667893425689293490219370577801090612691914945,"Will MegaETH launch a token by June 30, 2026?",polymarket_leads_crypto_momentum,24,1,0.5511811023622047,0.5,0.00032423517985800184,0.0007048043781044216,1.0,127,88,0.9,3.175480437810442,WEAK,passed
103,SOL,1823881,will-solana-reach-160-in-april-2026,2239666445220242421622333852346062404205114740031545382107437837927896782621,Will Solana reach $160 in April?,probability_momentum_continuation,24,-1,0.54375,0.64,0.00039785459219708824,0.0009644777133579004,1.0,160,25,1.0,3.15644777133579,WEAK,passed
104,SOL,1823881,will-solana-reach-160-in-april-2026,2239666445220242421622333852346062404205114740031545382107437837927896782621,Will Solana reach $160 in April?,probability_reversal,24,1,0.54375,0.64,0.00039785459219708824,0.0009644777133579004,1.0,160,25,1.0,3.15644777133579,WEAK,passed
105,XRP,1823902,will-xrp-reach-2-in-april-2026,67556301124097607260152199396403959080839673893054926374870558197278260784915,Will XRP reach $2.00 in April?,probability_momentum_continuation,4,-1,0.47468354430379744,0.5119047619047619,0.00042384182947220267,7.692543004577643e-05,1.0,158,84,1.0,3.145311590623625,WEAK,passed
106,XRP,1823902,will-xrp-reach-2-in-april-2026,67556301124097607260152199396403959080839673893054926374870558197278260784915,Will XRP reach $2.00 in April?,probability_reversal,4,1,0.47468354430379744,0.5119047619047619,0.00042384182947220267,7.692543004577643e-05,1.0,158,84,1.0,3.145311590623625,WEAK,passed
107,ETH,556062,megaeth-market-cap-fdv-2b-one-day-after-launch-738-867-649-272-765-733,57301498276970257025109591078431189727442302532145853906375186182281603517458,MegaETH market cap (FDV) >$2B one day after launch?,polymarket_leads_crypto_momentum,4,1,0.4246575342465753,0.52,2.5613721855420226e-05,7.625807360737231e-05,1.0,73,75,0.9,3.0626258073607375,WEAK,passed
108,BTC,701495,will-bitcoin-reach-110000-by-december-31-2026-658-339-969,74843373582432484858627201602003648342208168490128239235522790524493414154441,"Will Bitcoin reach $110,000 by December 31, 2026?",polymarket_leads_crypto_momentum,4,-1,0.5728155339805825,0.5185185185185185,0.000411252341277687,0.0002052589734587049,1.0,103,54,0.9,2.8595999714199443,WEAK,passed
109,BTC,701494,will-bitcoin-reach-120000-by-december-31-2026-625-425-562,65965214225073605704712365855887384729237451947822407248598722221769498441791,"Will Bitcoin reach $120,000 by December 31, 2026?",probability_momentum_continuation,1,-1,0.5196850393700787,0.5384615384615384,0.00012523318143751054,0.00034658393203773505,1.0,127,39,1.0,2.8285045470499273,WEAK,passed
110,BTC,701494,will-bitcoin-reach-120000-by-december-31-2026-625-425-562,65965214225073605704712365855887384729237451947822407248598722221769498441791,"Will Bitcoin reach $120,000 by December 31, 2026?",probability_reversal,1,1,0.5196850393700787,0.5384615384615384,0.00012523318143751054,0.00034658393203773505,1.0,127,39,1.0,2.8285045470499273,WEAK,passed
111,BTC,701491,will-bitcoin-reach-150000-by-december-31-2026-557-246-971,9408196828451163378822245032645030045707991112669125056198742225498158094445,"Will Bitcoin reach $150,000 by December 31, 2026?",probability_momentum_continuation,4,-1,0.5060240963855421,0.5217391304347826,0.0006626777638638445,0.0002648427147444842,1.0,83,46,1.0,2.823440793213579,WEAK,passed
112,BTC,701491,will-bitcoin-reach-150000-by-december-31-2026-557-246-971,9408196828451163378822245032645030045707991112669125056198742225498158094445,"Will Bitcoin reach $150,000 by December 31, 2026?",probability_reversal,4,1,0.5060240963855421,0.5217391304347826,0.0006626777638638445,0.0002648427147444842,1.0,83,46,1.0,2.823440793213579,WEAK,passed
113,BTC,701495,will-bitcoin-reach-110000-by-december-31-2026-658-339-969,74843373582432484858627201602003648342208168490128239235522790524493414154441,"Will Bitcoin reach $110,000 by December 31, 2026?",polymarket_leads_crypto_momentum,1,-1,0.49514563106796117,0.5,0.000414867933273092,0.0005136487366729421,1.0,103,54,0.9,2.8163648736672946,WEAK,passed
114,BTC,948958,bitcoin-all-time-high-by-december-31-2026,102959890468928530190954086704155483076852880798676895426376704430618826404382,"Bitcoin all time high by December 31, 2026?",probability_momentum_continuation,4,-1,0.5161290322580645,0.5517241379310345,0.0003461995420008703,0.0006147054230891502,1.0,124,29,1.0,2.808367094033053,WEAK,passed
115,BTC,948958,bitcoin-all-time-high-by-december-31-2026,102959890468928530190954086704155483076852880798676895426376704430618826404382,"Bitcoin all time high by December 31, 2026?",probability_reversal,4,1,0.5161290322580645,0.5517241379310345,0.0003461995420008703,0.0006147054230891502,1.0,124,29,1.0,2.808367094033053,WEAK,passed
116,ETH,1823796,will-ethereum-reach-2600-in-april-2026,50308948122998050994686144925841639946050360545921215447281194779092729393480,"Will Ethereum reach $2,600 in April?",polymarket_leads_crypto_momentum,4,-1,0.52,0.5,0.0003535478016248336,0.00015946071028014817,1.0,125,56,0.9,2.800946071028015,WEAK,passed
117,BTC,701504,will-bitcoin-dip-to-25000-by-december-31-2026-948-243-253-666-115-787-981-282-573-719-186-417-762-754-486-851-278-145,58908160299895538838177673280060816284346493901538403975218911918392404378292,"Will Bitcoin dip to $25,000 by December 31, 2026?",polymarket_leads_crypto_momentum,4,1,0.5227272727272727,0.5128205128205128,0.0004515399123694025,0.0009358384307882497,1.0,44,39,0.9,2.7598658943608765,WEAK,passed
118,ETH,1823800,will-ethereum-dip-to-1800-in-april-2026,88623813947148129759226599572615258910454701043061032464667581751883927272067,"Will Ethereum dip to $1,800 in April?",polymarket_leads_crypto_momentum,24,-1,0.514018691588785,0.5294117647058824,0.0002130326567751872,0.00037529287378650983,1.0,107,34,0.9,2.7201763462021806,WEAK,passed
119,BTC,701504,will-bitcoin-dip-to-25000-by-december-31-2026-948-243-253-666-115-787-981-282-573-719-186-417-762-754-486-851-278-145,58908160299895538838177673280060816284346493901538403975218911918392404378292,"Will Bitcoin dip to $25,000 by December 31, 2026?",polymarket_leads_crypto_momentum,24,-1,0.4318181818181818,0.5357142857142857,0.0006221601939466736,0.0005158165546422139,1.0,44,28,0.9,2.699438798321365,WEAK,passed
120,ETH,1373744,megaeth-market-cap-fdv-800m-one-day-after-launch-987-114-655,61268780060811317912125567165718241493378747385698282791855508063291413917546,MegaETH market cap (FDV) >$800M one day after launch?,polymarket_leads_crypto_momentum,1,1,0.5145631067961165,0.5151515151515151,0.0005907082702873206,0.00025117762025122944,1.0,103,33,0.9,2.6407238226311835,WEAK,passed
121,ETH,1823799,will-ethereum-dip-to-2000-in-april-2026,115443844896518160070261607488184121309794437412699113546532889479676113001808,"Will Ethereum dip to $2,000 in April?",probability_momentum_continuation,4,1,0.4943820224719101,0.4608695652173913,0.00035389773899929203,0.00028044367022638916,1.0,178,115,1.0,2.278044367022639,REJECTED,passed
122,ETH,1823799,will-ethereum-dip-to-2000-in-april-2026,115443844896518160070261607488184121309794437412699113546532889479676113001808,"Will Ethereum dip to $2,000 in April?",probability_reversal,4,-1,0.4943820224719101,0.4608695652173913,0.00035389773899929203,0.00028044367022638916,1.0,178,115,1.0,2.278044367022639,REJECTED,passed
123,BTC,1823779,will-bitcoin-dip-to-65k-in-april-2026-355-765,91891168804884935930999247357727984305771756132991676079520973027739343180431,"Will Bitcoin dip to $65,000 in April?",probability_momentum_continuation,1,-1,0.4823529411764706,0.4943820224719101,0.00012802906907885572,9.553384830195992e-05,1.0,255,178,1.0,2.259553384830196,REJECTED,passed
124,BTC,1823779,will-bitcoin-dip-to-65k-in-april-2026-355-765,91891168804884935930999247357727984305771756132991676079520973027739343180431,"Will Bitcoin dip to $65,000 in April?",probability_reversal,1,1,0.4823529411764706,0.4943820224719101,0.00012802906907885572,9.553384830195992e-05,1.0,255,178,1.0,2.259553384830196,REJECTED,passed
125,BTC,1339767,will-bitcoin-dip-to-50000-by-december-31-2026-454-325-222-878-949-487-451,13887983551129862992605123088744175927084435631400400451585519366058907542147,"Will Bitcoin dip to $50,000 by December 31, 2026?",probability_momentum_continuation,24,-1,0.5037878787878788,0.45255474452554745,0.00011746872166937887,2.993539614948708e-05,1.0,264,137,1.0,2.2529935396149487,REJECTED,passed
126,BTC,1339767,will-bitcoin-dip-to-50000-by-december-31-2026-454-325-222-878-949-487-451,13887983551129862992605123088744175927084435631400400451585519366058907542147,"Will Bitcoin dip to $50,000 by December 31, 2026?",probability_reversal,24,1,0.5037878787878788,0.45255474452554745,0.00011746872166937887,2.993539614948708e-05,1.0,264,137,1.0,2.2529935396149487,REJECTED,passed
127,BTC,1823776,will-bitcoin-reach-80k-in-april-2026-794,22893138393795740138249503228269517733051888602506683062209713465144747482167,"Will Bitcoin reach $80,000 in April?",probability_momentum_continuation,1,1,0.48056537102473496,0.460093896713615,0.00014346606273605075,2.2394953193179904e-05,1.0,283,213,1.0,2.252239495319318,REJECTED,passed
128,BTC,1823776,will-bitcoin-reach-80k-in-april-2026-794,22893138393795740138249503228269517733051888602506683062209713465144747482167,"Will Bitcoin reach $80,000 in April?",probability_reversal,1,-1,0.48056537102473496,0.460093896713615,0.00014346606273605075,2.2394953193179904e-05,1.0,283,213,1.0,2.252239495319318,REJECTED,passed
